SampleId,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6834,38,services,married,secondary,no,123,yes,yes,telephone,16,jul,202,6,-1,0,unknown,False
6835,46,retired,married,secondary,no,119,no,yes,cellular,30,jul,85,2,-1,0,unknown,False
6836,42,blue-collar,married,primary,no,7041,yes,no,cellular,28,jul,386,4,-1,0,unknown,False
6837,44,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,94,1,-1,0,unknown,False
6838,45,management,married,secondary,no,4105,yes,no,cellular,31,jul,49,2,-1,0,unknown,False
6839,33,technician,single,secondary,no,541,no,yes,cellular,20,aug,118,2,-1,0,unknown,False
6840,55,management,married,secondary,no,2410,yes,no,cellular,17,nov,135,1,-1,0,unknown,False
6841,34,technician,married,secondary,no,2467,no,no,cellular,3,feb,368,1,-1,0,unknown,False
6842,77,retired,married,primary,no,1385,no,no,telephone,8,sep,160,4,-1,0,unknown,False
6843,58,blue-collar,married,unknown,no,5505,yes,no,unknown,23,may,317,4,-1,0,unknown,False
6844,59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,1,-1,0,unknown,True
6845,53,technician,married,tertiary,no,431,yes,no,unknown,11,jun,74,1,-1,0,unknown,False
6846,26,blue-collar,single,secondary,no,7475,yes,no,cellular,7,may,204,1,-1,0,unknown,False
6847,48,management,married,tertiary,no,1335,no,no,cellular,22,aug,492,7,-1,0,unknown,False
6848,53,retired,married,secondary,no,-27,no,no,unknown,13,may,209,9,-1,0,unknown,False
6849,27,blue-collar,married,primary,no,237,yes,no,cellular,22,jul,283,6,-1,0,unknown,False
6850,27,entrepreneur,single,secondary,no,77,yes,yes,cellular,5,may,123,1,-1,0,unknown,False
6851,59,management,married,secondary,no,544,no,no,unknown,20,jun,67,2,-1,0,unknown,False
6852,56,retired,divorced,primary,no,4,yes,no,unknown,6,may,31,3,-1,0,unknown,False
6853,32,technician,single,secondary,no,483,no,no,cellular,8,aug,580,3,-1,0,unknown,True
6854,35,management,married,tertiary,no,1432,yes,no,cellular,5,may,54,3,-1,0,unknown,False
6855,26,services,single,secondary,no,0,no,no,cellular,25,jul,129,3,-1,0,unknown,False
6856,60,management,married,tertiary,no,6,yes,no,cellular,6,may,787,3,-1,0,unknown,False
6857,36,self-employed,single,secondary,no,245,yes,no,cellular,20,apr,8,2,-1,0,unknown,False
6858,40,services,married,secondary,no,9374,yes,no,cellular,21,nov,7,8,185,1,failure,False
6859,36,blue-collar,married,primary,no,-79,no,no,unknown,7,may,159,3,-1,0,unknown,False
6860,31,student,married,secondary,no,200,yes,no,cellular,4,may,362,5,-1,0,unknown,False
6861,44,blue-collar,married,primary,no,612,yes,yes,cellular,19,nov,131,1,-1,0,unknown,False
6862,28,blue-collar,single,secondary,no,352,yes,yes,unknown,27,may,125,3,-1,0,unknown,False
6863,25,admin.,single,secondary,no,425,no,no,cellular,27,may,100,1,-1,0,unknown,False
6864,32,admin.,single,secondary,no,396,yes,no,cellular,18,may,88,1,364,1,failure,False
6865,50,self-employed,divorced,secondary,no,985,yes,yes,telephone,21,nov,167,1,-1,0,unknown,False
6866,27,blue-collar,single,secondary,no,2364,yes,no,unknown,28,may,221,1,-1,0,unknown,False
6867,29,management,married,tertiary,no,55,yes,no,cellular,10,jul,235,1,-1,0,unknown,False
6868,59,unemployed,married,secondary,no,309,no,no,cellular,28,jan,300,1,-1,0,unknown,False
6869,60,housemaid,married,primary,no,0,no,yes,telephone,22,jul,124,1,-1,0,unknown,False
6870,42,entrepreneur,married,tertiary,no,-14,yes,no,cellular,24,jul,58,2,-1,0,unknown,False
6871,55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,unknown,False
6872,42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,250,4,415,2,failure,True
6873,40,admin.,married,secondary,no,1010,yes,no,unknown,14,may,283,1,-1,0,unknown,False
6874,36,management,married,tertiary,no,8564,yes,no,unknown,23,may,125,1,-1,0,unknown,False
6875,49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,True
6876,34,admin.,married,tertiary,no,262,yes,no,cellular,28,jul,359,3,-1,0,unknown,False
6877,45,management,married,tertiary,no,523,yes,no,unknown,5,may,849,2,-1,0,unknown,False
6878,49,services,married,secondary,no,892,no,no,unknown,14,may,102,2,-1,0,unknown,False
6879,60,retired,single,secondary,no,1625,no,no,unknown,12,jun,119,1,-1,0,unknown,False
6880,35,blue-collar,married,primary,no,202,yes,yes,cellular,11,may,72,2,-1,0,unknown,False
6881,38,management,married,tertiary,no,1,no,no,cellular,10,sep,342,2,-1,0,unknown,False
6882,49,blue-collar,divorced,primary,no,912,no,no,unknown,20,jun,170,2,-1,0,unknown,False
6883,35,services,married,secondary,no,102,yes,no,cellular,13,may,252,5,-1,0,unknown,False
6884,45,self-employed,married,tertiary,no,1265,yes,no,cellular,6,feb,79,2,-1,0,unknown,False
6885,31,housemaid,single,tertiary,no,0,no,no,cellular,22,aug,78,3,-1,0,unknown,False
6886,31,services,single,secondary,no,13,no,yes,cellular,6,feb,1019,2,-1,0,unknown,True
6887,34,blue-collar,married,primary,no,277,no,no,cellular,4,feb,68,2,-1,0,unknown,False
6888,40,technician,married,secondary,no,4341,no,no,cellular,20,nov,290,1,-1,0,unknown,False
6889,58,blue-collar,married,secondary,no,3027,yes,no,cellular,27,oct,120,1,186,1,success,False
6890,57,retired,divorced,tertiary,no,3875,no,no,cellular,19,nov,130,2,-1,0,unknown,False
6891,51,blue-collar,married,secondary,no,22,yes,yes,unknown,9,may,178,1,-1,0,unknown,False
6892,36,entrepreneur,married,primary,no,600,no,no,cellular,21,jul,538,1,-1,0,unknown,False
6893,52,blue-collar,married,secondary,no,555,yes,no,cellular,12,may,314,2,-1,0,unknown,False
6894,25,unemployed,married,secondary,no,1404,yes,no,cellular,2,nov,85,2,-1,0,unknown,False
6895,33,management,single,tertiary,no,541,yes,yes,cellular,19,nov,140,1,182,1,failure,False
6896,32,blue-collar,single,secondary,no,217,yes,no,cellular,15,may,692,3,-1,0,unknown,True
6897,48,admin.,married,secondary,no,844,no,no,cellular,28,aug,12,21,-1,0,unknown,False
6898,59,retired,single,secondary,no,1150,no,no,unknown,11,jun,91,1,-1,0,unknown,False
6899,49,housemaid,married,primary,no,0,no,no,telephone,9,jul,106,1,-1,0,unknown,False
6900,55,technician,married,secondary,no,978,yes,no,unknown,19,may,259,1,-1,0,unknown,False
6901,47,technician,divorced,secondary,no,236,no,no,cellular,18,aug,263,4,-1,0,unknown,False
6902,54,management,single,tertiary,no,2419,yes,no,cellular,12,aug,139,2,-1,0,unknown,False
6903,63,entrepreneur,married,tertiary,no,2707,no,no,telephone,16,nov,57,4,-1,0,unknown,False
6904,27,technician,single,secondary,no,155,yes,no,cellular,18,may,26,4,-1,0,unknown,False
6905,29,technician,single,tertiary,no,370,yes,no,cellular,29,jan,119,2,251,5,failure,False
6906,48,blue-collar,married,secondary,no,291,yes,no,cellular,23,jul,448,2,-1,0,unknown,False
6907,33,admin.,single,tertiary,no,490,yes,no,cellular,7,may,31,1,363,2,failure,False
6908,43,technician,divorced,secondary,no,773,yes,no,cellular,17,apr,398,2,-1,0,unknown,False
6909,38,blue-collar,single,primary,no,20,yes,no,unknown,7,may,81,2,-1,0,unknown,False
6910,54,admin.,married,primary,no,0,no,no,cellular,30,jul,255,2,-1,0,unknown,False
6911,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034,2,-1,0,unknown,True
6912,36,blue-collar,married,secondary,no,536,yes,no,cellular,8,apr,274,3,-1,0,unknown,True
6913,51,entrepreneur,married,secondary,no,0,yes,yes,cellular,16,apr,432,1,150,1,failure,False
6914,47,blue-collar,divorced,secondary,no,65,yes,no,unknown,9,may,205,1,-1,0,unknown,False
6915,54,unknown,married,primary,no,981,no,no,cellular,22,aug,651,12,-1,0,unknown,False
6916,53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,-1,0,unknown,False
6917,45,admin.,married,secondary,no,111,yes,no,cellular,11,aug,173,1,-1,0,unknown,False
6918,40,services,married,secondary,no,1116,yes,no,cellular,12,may,350,5,286,2,failure,False
6919,31,management,single,tertiary,no,623,no,no,cellular,4,jun,117,1,-1,0,unknown,False
6920,58,blue-collar,married,secondary,no,288,yes,no,unknown,15,may,404,7,-1,0,unknown,False
6921,32,technician,married,unknown,no,1879,no,no,unknown,19,may,115,1,-1,0,unknown,False
6922,29,admin.,single,secondary,no,-309,yes,yes,unknown,4,jun,215,1,-1,0,unknown,False
6923,29,management,single,tertiary,no,187,yes,no,cellular,28,jan,154,2,555,2,failure,False
6924,55,management,married,tertiary,no,4982,yes,no,telephone,18,nov,51,1,-1,0,unknown,False
6925,46,technician,divorced,secondary,no,225,no,no,cellular,6,aug,530,5,-1,0,unknown,False
6926,57,entrepreneur,married,secondary,no,9902,no,no,cellular,18,jun,88,3,-1,0,unknown,False
6927,45,technician,married,tertiary,no,533,yes,no,unknown,16,jun,332,2,-1,0,unknown,False
6928,33,admin.,single,secondary,no,223,yes,yes,cellular,14,may,15,11,352,4,failure,False
6929,52,technician,married,secondary,no,150,yes,no,telephone,21,jul,177,3,-1,0,unknown,False
6930,46,technician,married,secondary,no,0,yes,no,cellular,19,nov,161,2,-1,0,unknown,False
6931,33,technician,married,tertiary,no,75,no,no,cellular,21,jul,204,4,-1,0,unknown,False
6932,36,blue-collar,married,primary,no,244,yes,no,unknown,27,may,70,2,-1,0,unknown,False
6933,45,admin.,married,secondary,no,231,yes,no,unknown,18,jun,151,3,-1,0,unknown,False
6934,32,blue-collar,married,secondary,no,95,yes,no,unknown,5,jun,77,2,-1,0,unknown,False
6935,37,blue-collar,single,unknown,no,2188,no,no,unknown,16,may,193,8,-1,0,unknown,False
6936,42,technician,married,primary,no,275,no,no,cellular,17,nov,295,2,109,9,failure,False
6937,53,admin.,single,secondary,no,2892,no,no,cellular,9,apr,527,3,-1,0,unknown,True
6938,41,technician,single,tertiary,no,1413,no,no,telephone,26,aug,81,5,-1,0,unknown,False
6939,26,management,single,secondary,no,565,yes,no,unknown,6,jun,582,11,-1,0,unknown,False
6940,26,technician,single,tertiary,no,291,no,yes,cellular,8,jul,393,1,-1,0,unknown,False
6941,58,retired,married,secondary,no,2126,no,no,cellular,9,apr,184,1,-1,0,unknown,False
6942,43,blue-collar,divorced,secondary,no,898,yes,no,cellular,11,may,405,1,174,3,failure,False
6943,46,technician,single,tertiary,no,3133,no,no,cellular,6,aug,411,3,-1,0,unknown,False
6944,45,services,married,secondary,no,462,yes,no,cellular,11,may,65,2,-1,0,unknown,False
6945,32,entrepreneur,married,secondary,no,1996,yes,no,cellular,18,nov,271,1,-1,0,unknown,False
6946,23,blue-collar,single,secondary,no,4211,yes,no,cellular,18,may,434,1,-1,0,unknown,False
6947,29,management,married,tertiary,no,581,yes,yes,cellular,14,jul,192,2,-1,0,unknown,False
6948,25,services,single,secondary,no,192,yes,no,unknown,14,may,232,1,-1,0,unknown,False
6949,46,blue-collar,married,secondary,yes,-319,no,yes,cellular,10,jul,502,2,-1,0,unknown,False
6950,67,retired,married,unknown,no,714,no,no,cellular,9,sep,372,1,-1,0,unknown,False
6951,32,technician,single,secondary,no,540,no,yes,cellular,29,jan,750,1,-1,0,unknown,True
6952,37,management,single,tertiary,no,688,no,no,cellular,18,aug,95,3,174,5,failure,False
6953,33,self-employed,married,secondary,no,0,no,no,cellular,18,aug,73,7,-1,0,unknown,False
6954,51,blue-collar,married,primary,no,0,no,no,unknown,9,jun,166,2,-1,0,unknown,False
6955,39,management,single,tertiary,no,0,yes,no,cellular,18,feb,224,3,-1,0,unknown,True
6956,54,blue-collar,single,primary,no,-119,yes,no,cellular,13,may,261,1,-1,0,unknown,False
6957,33,admin.,married,tertiary,no,79,yes,no,cellular,5,may,389,1,195,4,success,True
6958,32,management,single,tertiary,no,316,yes,no,cellular,29,jan,215,3,-1,0,unknown,False
6959,48,admin.,divorced,secondary,no,132,yes,no,unknown,30,may,171,1,-1,0,unknown,False
6960,39,admin.,divorced,secondary,no,458,no,no,cellular,21,nov,744,2,-1,0,unknown,False
6961,50,entrepreneur,married,secondary,no,806,yes,yes,cellular,7,may,141,8,297,2,other,False
6962,30,services,divorced,secondary,no,98,yes,no,unknown,7,may,155,1,-1,0,unknown,False
6963,26,services,single,secondary,no,901,yes,no,unknown,26,may,764,2,-1,0,unknown,True
6964,54,blue-collar,married,primary,no,-51,no,no,unknown,20,jun,198,10,-1,0,unknown,False
6965,41,blue-collar,married,secondary,no,4910,yes,no,cellular,3,apr,1090,1,-1,0,unknown,False
6966,31,student,single,tertiary,no,2010,yes,no,cellular,5,feb,15,5,261,1,other,False
6967,30,services,single,secondary,no,179,yes,no,unknown,29,may,286,3,-1,0,unknown,False
6968,57,technician,divorced,primary,no,13,yes,no,cellular,8,may,323,2,368,2,failure,False
6969,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477,1,-1,0,unknown,False
6970,39,blue-collar,married,primary,no,499,yes,no,cellular,13,may,156,1,-1,0,unknown,False
6971,38,self-employed,single,tertiary,no,973,no,no,cellular,4,feb,138,1,-1,0,unknown,False
6972,46,technician,divorced,tertiary,no,0,yes,no,cellular,21,nov,234,5,102,5,failure,False
6973,56,self-employed,married,secondary,no,14,no,no,cellular,16,jul,239,1,-1,0,unknown,False
6974,24,admin.,single,secondary,no,99,no,no,cellular,4,feb,56,3,-1,0,unknown,False
6975,52,blue-collar,divorced,primary,no,29,yes,no,cellular,15,may,223,2,298,1,failure,False
6976,58,blue-collar,divorced,primary,no,1299,no,no,cellular,19,jul,128,2,234,2,failure,False
6977,45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,374,2,472,1,success,True
6978,28,management,single,tertiary,no,175,yes,no,cellular,17,apr,219,1,-1,0,unknown,False
6979,42,technician,single,secondary,no,0,yes,no,unknown,7,may,275,4,-1,0,unknown,False
6980,48,entrepreneur,married,unknown,no,2550,yes,no,unknown,14,may,175,3,-1,0,unknown,False
6981,46,admin.,married,unknown,no,1106,no,no,telephone,9,feb,14,13,-1,0,unknown,False
6982,34,technician,divorced,secondary,no,2036,yes,yes,unknown,20,may,104,1,-1,0,unknown,False
6983,41,services,divorced,tertiary,no,1583,yes,no,cellular,9,jul,662,1,-1,0,unknown,True
6984,32,technician,single,tertiary,no,360,no,no,cellular,19,nov,164,2,-1,0,unknown,False
6985,34,services,married,secondary,no,627,yes,no,unknown,9,may,117,9,-1,0,unknown,False
6986,49,technician,married,secondary,no,4772,no,no,cellular,18,aug,157,3,-1,0,unknown,False
6987,39,blue-collar,married,primary,no,2288,yes,no,cellular,15,may,265,1,-1,0,unknown,False
6988,49,management,divorced,tertiary,no,351,yes,no,cellular,21,jul,356,2,-1,0,unknown,False
6989,53,self-employed,divorced,tertiary,no,513,yes,no,cellular,5,may,17,3,-1,0,unknown,False
6990,25,student,single,secondary,no,469,no,no,cellular,24,feb,524,1,187,2,success,False
6991,30,management,single,tertiary,no,4,yes,no,cellular,4,jun,105,1,-1,0,unknown,False
6992,55,entrepreneur,married,tertiary,no,625,no,no,telephone,20,nov,88,2,147,4,failure,False
6993,36,management,married,tertiary,no,-381,yes,no,cellular,31,jul,30,29,-1,0,unknown,False
6994,22,student,single,secondary,no,280,yes,no,unknown,2,jul,63,4,-1,0,unknown,False
6995,40,entrepreneur,single,secondary,no,5,no,yes,cellular,15,jul,117,3,-1,0,unknown,False
6996,27,entrepreneur,married,secondary,no,-36,no,yes,cellular,11,jul,120,10,-1,0,unknown,False
6997,28,technician,single,tertiary,no,-803,yes,yes,unknown,11,jun,222,9,-1,0,unknown,False
6998,44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,483,1,-1,0,unknown,True
6999,35,technician,single,secondary,no,7530,no,no,cellular,18,nov,117,1,-1,0,unknown,False
7000,48,unemployed,married,primary,no,5462,no,no,unknown,6,jun,29,4,-1,0,unknown,False
7001,33,services,single,primary,no,92,yes,no,cellular,17,jul,63,11,-1,0,unknown,False
7002,25,management,single,tertiary,no,6246,no,no,cellular,9,jun,98,3,-1,0,unknown,False
7003,58,unknown,single,secondary,no,311,no,no,unknown,6,jun,248,2,-1,0,unknown,False
7004,49,technician,single,unknown,no,350,no,no,cellular,28,jan,91,3,-1,0,unknown,False
7005,28,technician,married,tertiary,no,161,yes,no,cellular,20,apr,268,2,-1,0,unknown,False
7006,39,blue-collar,married,secondary,no,-196,yes,no,cellular,8,may,127,2,-1,0,unknown,False
7007,29,management,single,tertiary,no,36252,yes,no,cellular,30,apr,501,1,-1,0,unknown,True
7008,45,blue-collar,married,secondary,no,1124,yes,no,unknown,19,may,37,1,-1,0,unknown,False
7009,41,management,married,tertiary,no,0,no,no,cellular,11,aug,1242,5,-1,0,unknown,True
7010,38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,False
7011,25,blue-collar,married,secondary,no,1782,yes,no,unknown,19,jun,549,1,-1,0,unknown,False
7012,39,management,single,secondary,no,835,yes,no,unknown,29,may,587,4,-1,0,unknown,False
7013,30,technician,married,tertiary,no,0,no,no,cellular,21,jul,306,1,-1,0,unknown,False
7014,28,admin.,single,tertiary,no,313,no,yes,cellular,26,jul,461,2,326,4,failure,False
7015,32,management,single,tertiary,no,6359,no,no,cellular,6,aug,184,1,-1,0,unknown,False
7016,41,management,married,secondary,no,5585,no,no,unknown,9,jun,772,1,-1,0,unknown,False
7017,39,entrepreneur,single,tertiary,no,243,no,yes,cellular,11,may,128,3,371,1,failure,False
7018,30,technician,single,secondary,no,0,no,no,cellular,8,aug,216,2,-1,0,unknown,False
7019,53,blue-collar,single,unknown,no,160,yes,no,cellular,7,may,589,2,-1,0,unknown,False
7020,41,blue-collar,married,primary,no,194,yes,no,cellular,12,may,201,1,-1,0,unknown,False
7021,29,management,single,tertiary,no,2907,yes,no,cellular,26,may,150,1,-1,0,unknown,False
7022,40,blue-collar,married,primary,no,-616,yes,no,unknown,17,jun,370,2,-1,0,unknown,False
7023,41,services,married,primary,no,450,yes,no,cellular,17,apr,122,1,338,2,failure,False
7024,45,technician,divorced,secondary,no,0,yes,yes,unknown,11,jun,127,1,-1,0,unknown,False
7025,34,blue-collar,married,secondary,no,182,no,no,cellular,6,aug,938,2,-1,0,unknown,True
7026,37,management,married,tertiary,no,58,yes,no,unknown,5,may,98,2,-1,0,unknown,False
7027,38,technician,divorced,secondary,no,1294,yes,no,unknown,29,may,565,1,-1,0,unknown,False
7028,49,technician,married,unknown,no,15,no,no,unknown,6,may,92,2,-1,0,unknown,False
7029,43,technician,single,secondary,no,326,yes,no,cellular,15,jul,87,8,-1,0,unknown,False
7030,48,technician,married,tertiary,no,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,False
7031,58,retired,married,unknown,no,937,no,no,cellular,5,aug,155,1,-1,0,unknown,False
7032,61,admin.,married,unknown,no,1088,yes,no,cellular,20,may,254,1,359,1,failure,False
7033,46,technician,married,secondary,no,15120,no,no,cellular,21,nov,27,3,108,3,other,False
7034,34,management,married,tertiary,no,4943,yes,no,cellular,17,jul,118,2,-1,0,unknown,False
7035,32,management,single,tertiary,no,2016,no,no,cellular,13,apr,232,1,348,1,success,True
7036,32,services,married,secondary,no,3839,yes,no,unknown,13,may,76,1,-1,0,unknown,False
7037,36,housemaid,married,primary,no,122,no,no,unknown,6,jun,78,1,-1,0,unknown,False
7038,36,entrepreneur,married,secondary,no,660,yes,yes,cellular,17,apr,430,1,-1,0,unknown,False
7039,29,admin.,single,secondary,no,-37,yes,no,cellular,8,jul,21,35,-1,0,unknown,False
7040,27,management,single,tertiary,no,2786,no,no,cellular,15,jun,270,2,377,3,success,False
7041,52,unemployed,married,tertiary,no,0,no,no,telephone,6,feb,43,4,-1,0,unknown,False
7042,38,services,single,tertiary,no,323,yes,no,unknown,19,may,138,1,-1,0,unknown,False
7043,36,housemaid,married,primary,no,-125,no,yes,cellular,6,feb,91,2,-1,0,unknown,False
7044,45,management,divorced,tertiary,no,839,yes,no,cellular,11,may,340,1,264,4,failure,False
7045,33,services,married,secondary,no,0,yes,no,telephone,22,jul,44,8,-1,0,unknown,False
7046,30,entrepreneur,divorced,secondary,no,151,yes,no,cellular,23,jul,108,4,-1,0,unknown,False
7047,39,management,married,secondary,no,2445,no,no,unknown,16,jun,303,5,-1,0,unknown,False
7048,31,services,married,secondary,no,640,yes,no,cellular,14,may,411,2,-1,0,unknown,False
7049,32,housemaid,divorced,secondary,no,0,yes,no,cellular,11,jul,93,2,-1,0,unknown,False
7050,37,blue-collar,married,primary,no,240,yes,no,cellular,11,may,259,1,370,2,other,False
7051,34,self-employed,married,tertiary,no,870,no,no,cellular,10,jul,58,1,-1,0,unknown,False
7052,28,technician,single,secondary,no,31,no,no,cellular,8,jul,323,2,-1,0,unknown,False
7053,26,admin.,single,secondary,no,321,yes,no,cellular,22,jul,242,7,-1,0,unknown,False
7054,54,blue-collar,married,primary,no,-219,yes,no,unknown,15,may,276,4,-1,0,unknown,False
7055,46,technician,married,secondary,no,250,no,no,cellular,6,aug,84,2,-1,0,unknown,False
7056,26,student,single,secondary,no,5296,no,no,cellular,5,mar,229,1,205,1,failure,True
7057,38,technician,divorced,secondary,no,-453,no,yes,cellular,27,aug,15,9,-1,0,unknown,False
7058,32,blue-collar,married,primary,no,-105,yes,yes,telephone,31,jul,454,19,-1,0,unknown,False
7059,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success,True
7060,38,services,married,secondary,no,-448,yes,no,cellular,21,jul,929,15,-1,0,unknown,False
7061,42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure,True
7062,32,technician,married,secondary,no,374,no,no,cellular,6,aug,119,6,-1,0,unknown,False
7063,40,blue-collar,divorced,secondary,no,393,yes,yes,cellular,17,jul,291,2,-1,0,unknown,False
7064,59,technician,married,secondary,no,0,yes,no,cellular,14,apr,145,1,-1,0,unknown,False
7065,33,technician,married,tertiary,no,2976,yes,no,cellular,9,nov,465,2,95,12,other,False
7066,33,admin.,single,secondary,no,4713,no,no,cellular,5,jun,110,2,-1,0,unknown,False
7067,27,services,single,tertiary,no,9965,yes,no,cellular,22,jul,662,1,-1,0,unknown,False
7068,37,technician,divorced,secondary,yes,0,no,yes,cellular,19,nov,134,1,-1,0,unknown,False
7069,38,management,married,tertiary,no,0,no,no,cellular,19,aug,219,2,-1,0,unknown,False
7070,59,blue-collar,married,primary,no,80,yes,no,telephone,31,jul,46,21,-1,0,unknown,False
7071,58,admin.,married,secondary,no,1686,no,no,cellular,4,aug,110,2,-1,0,unknown,False
7072,54,management,divorced,secondary,no,299,no,yes,cellular,23,jul,147,4,-1,0,unknown,False
7073,52,technician,married,secondary,no,98,yes,no,cellular,28,jan,103,1,245,2,failure,False
7074,37,management,married,secondary,no,38,no,no,cellular,21,aug,94,13,-1,0,unknown,False
7075,32,management,single,tertiary,no,1271,yes,no,unknown,20,may,51,1,-1,0,unknown,False
7076,32,unemployed,married,secondary,no,-160,yes,no,unknown,28,may,27,1,-1,0,unknown,False
7077,35,blue-collar,single,secondary,no,2514,yes,no,unknown,4,jun,85,5,-1,0,unknown,False
7078,55,management,married,primary,no,1446,no,no,unknown,17,jun,135,1,-1,0,unknown,False
7079,29,blue-collar,married,secondary,no,-49,yes,yes,cellular,21,jul,210,1,-1,0,unknown,False
7080,38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,363,2,327,1,failure,False
7081,55,retired,divorced,secondary,no,1580,no,yes,cellular,21,nov,82,5,155,1,success,False
7082,51,management,married,tertiary,no,994,no,no,cellular,3,sep,268,1,98,3,failure,False
7083,60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown,False
7084,24,blue-collar,single,primary,no,147,yes,no,unknown,2,jun,102,2,-1,0,unknown,False
7085,33,management,married,tertiary,no,2508,yes,no,unknown,29,may,42,7,-1,0,unknown,False
7086,38,technician,married,tertiary,no,1161,yes,no,unknown,8,may,665,1,-1,0,unknown,False
7087,48,blue-collar,married,unknown,no,2201,yes,no,unknown,29,may,364,2,-1,0,unknown,False
7088,28,blue-collar,married,secondary,no,0,yes,no,unknown,8,may,459,2,-1,0,unknown,False
7089,31,management,single,tertiary,no,725,yes,no,cellular,28,jul,211,1,92,2,failure,False
7090,19,student,single,primary,no,608,no,no,cellular,12,may,236,1,180,2,success,True
7091,49,admin.,divorced,secondary,no,560,yes,no,cellular,25,jul,85,3,-1,0,unknown,False
7092,82,retired,divorced,primary,no,1419,no,no,telephone,26,mar,139,1,-1,0,unknown,False
7093,44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389,5,-1,0,unknown,False
7094,39,technician,married,tertiary,no,206,no,no,cellular,20,oct,148,2,195,2,success,True
7095,34,services,single,primary,no,496,yes,no,cellular,5,feb,173,1,-1,0,unknown,False
7096,60,retired,married,secondary,no,0,no,no,cellular,5,aug,143,3,-1,0,unknown,False
7097,52,entrepreneur,married,secondary,no,330,no,yes,cellular,4,feb,228,1,-1,0,unknown,False
7098,48,management,married,secondary,no,141,no,no,cellular,14,aug,208,8,-1,0,unknown,False
7099,47,housemaid,married,tertiary,no,333,no,no,telephone,7,jul,141,1,-1,0,unknown,False
7100,42,blue-collar,married,secondary,no,414,yes,no,cellular,17,apr,400,3,-1,0,unknown,False
7101,36,admin.,divorced,secondary,no,437,yes,no,cellular,14,may,722,2,344,1,success,True
7102,41,services,divorced,primary,no,308,no,no,cellular,31,jul,73,1,-1,0,unknown,False
7103,58,management,divorced,secondary,no,44,yes,no,cellular,29,jan,147,1,195,1,other,False
7104,40,blue-collar,single,unknown,no,4370,yes,no,unknown,14,may,232,2,-1,0,unknown,False
7105,38,blue-collar,married,secondary,no,926,no,yes,unknown,6,jun,189,3,-1,0,unknown,False
7106,58,technician,married,secondary,no,178,no,no,cellular,28,jan,109,1,-1,0,unknown,False
7107,58,unknown,married,unknown,no,68,no,no,cellular,2,apr,268,1,-1,0,unknown,True
7108,44,technician,married,secondary,no,-372,yes,no,cellular,17,apr,211,3,-1,0,unknown,False
7109,43,technician,divorced,secondary,no,167,no,no,cellular,4,aug,211,3,-1,0,unknown,False
7110,49,management,married,primary,no,267,yes,no,unknown,16,may,198,5,-1,0,unknown,False
7111,49,admin.,married,tertiary,no,6574,no,no,cellular,8,jun,138,3,-1,0,unknown,True
7112,59,services,married,secondary,no,307,yes,yes,unknown,6,may,250,7,-1,0,unknown,False
7113,22,services,single,secondary,no,129,no,no,cellular,16,oct,258,1,-1,0,unknown,True
7114,45,blue-collar,married,primary,yes,153,no,yes,cellular,18,jul,706,9,-1,0,unknown,False
7115,28,services,married,tertiary,no,599,yes,no,cellular,29,jul,189,5,-1,0,unknown,False
7116,24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,oct,147,1,92,5,other,True
7117,40,technician,married,primary,no,284,yes,no,cellular,20,apr,1332,2,-1,0,unknown,True
7118,36,management,married,tertiary,no,203,no,no,cellular,29,oct,139,1,-1,0,unknown,True
7119,80,retired,divorced,primary,no,235,no,no,cellular,31,mar,577,1,223,3,other,True
7120,31,blue-collar,married,primary,no,651,yes,no,unknown,13,may,241,2,-1,0,unknown,False
7121,38,technician,married,secondary,no,625,yes,no,unknown,4,jun,140,2,-1,0,unknown,False
7122,38,self-employed,married,primary,no,215,yes,no,cellular,8,may,124,2,353,1,other,False
7123,31,technician,single,secondary,no,1510,yes,no,cellular,28,aug,74,14,-1,0,unknown,False
7124,31,housemaid,married,secondary,no,3902,yes,no,cellular,21,jul,78,4,-1,0,unknown,False
7125,34,entrepreneur,married,tertiary,no,355,yes,no,unknown,16,may,261,1,-1,0,unknown,False
